,uid,iid,rating,ts
46661,439,1257,4,886177367
4250,871,705,2,883613622
77553,464,1086,4,882727823
35697,466,958,5,878175823
55850,763,1524,3,879744498
47996,930,1193,4,884435056
29580,613,1471,2,886851365
44842,414,1540,4,884434530
32924,682,1296,3,884864809
76232,125,1189,5,876833358
10491,930,1503,4,884517639
17093,993,1209,5,891719602
81544,204,537,3,893028534
30638,724,979,3,875160041
24844,670,1565,3,876914342
15563,714,1425,4,876175244
45119,855,1589,3,875638492
45089,393,1202,4,884247726
73336,494,1096,4,875241698
11758,641,1583,4,886821475
74061,196,1609,4,879810362
47795,701,1645,2,878249231
85721,167,1036,3,875492395
57986,455,1497,4,880716001
73163,70,1431,4,879903562
68107,104,1630,4,887528256
73747,848,1307,5,884386600
28060,905,1628,2,880939559
22397,565,1565,3,884499941
26778,819,1287,2,879331411
59772,132,1591,3,877475797
61266,420,1699,3,884493413
25692,534,1018,1,890651127
82456,190,824,3,886983139
68531,224,992,5,891996769
61109,957,1154,4,876343783
16558,565,1527,5,884499255
9761,701,1605,3,889869824
19720,571,1572,3,882754594
3317,936,1271,4,890105970
78708,335,1604,3,884662001
4745,826,1388,5,886801142
18922,613,1237,4,886851696
28193,591,1544,2,881476885
71442,913,1478,4,880244110
64562,119,1606,2,876907190
1501,816,1179,4,890277043
16980,941,1189,5,888573135
75985,238,951,1,879087166
1064,891,770,3,880940521
78582,139,1171,5,881642888
40353,547,1607,2,888310132
67093,291,892,4,880216815
44469,293,303,1,886657691
45568,291,1575,4,880215900
46010,301,875,3,879516087
69092,340,891,2,891569735
65137,157,1137,2,879811715
27278,856,1583,4,888472139
62490,688,1478,3,892066934
45638,320,855,4,877443411
26376,563,1026,3,880511884
32866,550,1194,5,882741258
57778,119,1646,4,876907557
47661,631,1354,4,889796060
8427,843,1699,5,875181873
68618,169,1636,5,891722704
39001,714,198,2,877903669
9181,664,1424,4,878128480
29689,507,937,4,884498763
31920,463,763,3,886397658
76459,81,1072,3,875657068
43148,550,731,4,882744754
33747,474,1292,5,886050732
3011,982,1001,5,880498972
81974,321,1658,4,884855754
48663,672,1506,3,885415146
11355,966,1455,4,888971093
79289,784,1571,4,880600785
22666,541,873,3,879931928
18060,959,1226,5,891055236
22725,562,1519,4,880236175
7729,690,960,4,879804462
53494,233,1600,5,891830730
32975,565,1267,5,884499413
25963,732,663,2,876113425
18448,666,1118,5,891915405
42537,588,1049,4,880085718
79085,204,1135,3,893586726
61684,666,1011,3,891912510
45417,345,797,3,887793240
57469,177,1629,3,878807178
28620,856,1381,3,888471679
40444,357,1492,5,891816306
55223,296,1441,2,891765074
47798,306,1059,4,876094788
47055,657,1118,3,876773006
84571,108,1280,2,886978437
85548,84,1315,3,881213004
28606,463,1458,3,886396668
9491,613,1319,4,886851139
57112,262,1297,3,875719808
30110,463,1085,3,886399244
38379,360,1134,4,875146739
76795,104,1373,5,887603813
60551,465,1001,4,879987170
77027,273,1635,2,884080513
67217,326,1443,4,888130811
4291,706,1373,3,878187152
9726,987,1264,2,882765039
59744,133,1526,5,880447161
76493,90,1450,1,881189203
14861,708,1292,4,881472238
81034,412,1633,1,890400513
74348,120,1698,3,880535902
17655,842,1680,4,880502431
32799,514,1693,5,880242923
28332,479,1472,4,884846177
49428,853,1399,5,885962374
9147,682,1538,5,884864293
36106,361,1213,5,891608736
62930,352,774,3,882580570
16056,839,1565,2,891538826
38363,486,1635,3,886558377
29937,413,1373,3,893239422
19351,707,1284,4,889275745
9401,764,1634,2,890486677
4496,865,1623,4,880226173
15921,593,1539,2,876706449
85535,350,1675,3,891753996
53224,463,721,2,886398487
42993,786,1631,2,891912615
24299,673,1402,3,888112575
19251,595,1300,1,885917214
54415,510,1408,3,875796355
34132,516,1450,4,891562816
41522,765,524,5,890023990
10148,951,1277,2,888435897
35806,658,1218,5,875687106
25424,726,1418,5,879313958
57878,329,1673,3,884404220
67457,279,1439,3,877505384
45197,285,1483,2,876331622
70781,215,1517,5,879807402
53159,412,1298,5,890395052
21422,577,1424,5,891763772
78120,942,1209,4,891979763
77204,307,1428,4,886071773
85259,226,1628,1,888924291
10635,881,1150,4,887406835
2129,732,1452,3,876110700
19316,875,1490,5,879822413
57359,218,37,2,891867870
7816,813,953,4,879834052
16437,800,1307,4,884497580
59032,167,1182,3,875407270
31017,425,1194,2,878516257
44146,345,1513,5,888842527
34476,415,1655,5,891650978
83131,81,711,2,875656588
9965,594,1652,5,880160981
60921,382,738,1,891675954
56975,295,1582,4,883795547
37079,953,1412,2,879807248
77365,345,1246,3,889181542
53258,738,1632,2,880163057
23579,646,947,5,891585652
48040,458,925,2,886901423
12126,917,1008,4,880676149
46916,550,1304,2,882838111
68780,118,1472,5,880235864
2740,731,939,2,891819544
59373,952,1485,4,879802921
38053,710,770,3,881100301
46717,910,1170,3,891753692
49149,346,1619,2,888233001
82419,254,1194,3,885443994
85269,120,1673,3,880536135
17756,946,871,2,881305481
49515,661,1576,4,891401055
49492,269,1605,3,886552148
16147,689,1435,5,884732982
35041,373,1233,5,879898212
26551,535,1305,1,883900290
71355,130,751,3,881369419
17670,574,852,4,879812287
70753,257,1424,5,881646025
84418,140,1071,3,886359368
39209,919,1675,5,876902116
11083,646,1576,5,891584802
64505,89,1602,2,893207185
43307,278,1154,3,891649036
33048,439,1354,5,886175032
70607,76,1579,4,887128241
5841,819,327,1,879330222
24656,778,1443,4,877931523
34635,380,1406,5,890354727
39080,401,885,3,881321611
45252,650,1265,5,882715070
19144,746,1202,4,886840285
60732,507,1331,2,884498441
15051,610,1369,2,880061893
59828,935,1636,5,879584699
56636,177,1296,4,878806654
45556,744,1313,4,882533498
38142,439,1058,3,886177526
59061,974,1225,3,891718996
22464,956,1600,5,878709366
62164,284,1220,5,880163195
10802,623,949,3,891664214
44166,611,1304,3,880457207
27386,653,1672,4,882022782
20924,793,1688,3,878472370
68125,537,1429,1,890311981
76201,440,1591,3,880344821
57605,790,672,3,888099101
9588,615,164,5,879809509
33460,550,1478,3,882763948
19293,732,1293,1,876882172
12611,666,958,2,891913142
34704,620,1385,4,885846145
10741,602,1650,5,876021097
53735,881,1194,5,886544949
54857,239,1412,4,876557784
59210,466,1225,4,878175917
20492,606,667,3,881257645
13286,622,977,3,880423566
32633,421,1602,4,881319974
38275,613,1494,4,886851599
54570,460,1400,3,882524788
79945,153,1331,1,879307621
85092,393,1526,3,884247686
36475,513,1567,4,883899035
66876,109,503,5,892006904
85568,119,1411,1,876903714
75071,282,1579,4,883716943
31561,656,1425,4,885267567
39653,463,1175,3,886399061
39360,392,1501,1,880771776
4663,756,938,3,880972786
71429,323,958,4,889767309
9009,627,1642,4,877468331
59240,204,1503,3,893044401
20770,688,1266,3,892067433
60207,167,1273,3,878446560
21323,640,1118,4,880723764
59910,687,1618,3,891383008
53384,995,1579,4,876003359
68326,640,1415,5,880722420
64821,382,1648,3,891675394
2509,699,1290,4,882442630
6460,622,1426,3,880423767
82883,593,963,4,875485223
74778,949,995,1,883866926
74234,138,1284,3,879673521
60765,571,1267,3,882754028
41330,699,1688,4,882444409
67028,104,1271,5,887527036
82800,175,1552,4,881124895
17447,666,1169,5,891914119
66437,816,579,4,890278715
49239,408,683,4,882976449
28214,548,1052,4,875641462
21295,915,1416,3,879821036
13645,601,1150,3,882713290
5151,731,1650,3,891817096
59363,503,1228,3,879678820
31321,615,1043,4,879810279
26882,533,1360,3,879900368
16346,957,750,3,884324587
23915,496,1557,4,888206178
76258,385,1652,5,879816569
26180,543,1468,4,882765836
80021,552,678,5,892256414
13379,839,434,2,891538915
1240,769,1573,3,880333735
8829,674,1137,3,880245640
53575,543,930,4,882915964
81015,524,760,3,883733506
79876,467,1016,4,879559764
50739,505,1141,4,889003350
20444,906,757,3,892090508
54523,193,1699,4,892896401
76893,114,1680,2,876399909
33721,950,1432,4,877419826
58335,231,952,2,885790991
44516,874,1019,5,888306562
43293,295,1273,2,883886953
44206,913,521,3,880245297
1349,917,1605,4,880676623
33498,467,1507,4,879807549
77202,464,1478,4,882728722
49161,848,961,5,882844094
82566,679,1174,3,879808415
47998,545,1552,3,879478516
9252,737,1485,4,891666443
83566,336,1604,3,878463143
10421,826,470,1,886883380
39444,806,1424,3,879907297
80629,415,1425,4,891651294
771,852,1528,5,877384683
4780,987,1183,5,882507916
71299,285,1478,3,876330397
61075,205,1483,1,884142487
22958,765,1617,4,890024238
59831,284,1435,5,880165584
39118,371,1383,4,880485600
7670,913,1461,4,880244843
21820,622,1320,3,880701865
53269,164,1432,3,886121645
62384,543,581,4,882766478
3532,941,1131,4,888574331
84039,104,1527,5,887526853
51427,746,1671,2,886843017
26775,449,1016,5,893151382
58782,822,1669,4,883195253
33512,493,1384,5,890333014
74115,575,1399,4,890714875
80864,69,791,5,891405691
78830,345,1249,3,887796450
84695,686,409,1,878260689
57790,695,1503,2,886690928
60561,751,1521,5,880009310
27174,468,1327,3,888998828
50516,259,1420,3,891826573
51013,236,1600,4,876610819
68098,154,985,4,884317550
81644,302,1672,2,886735086
79511,301,1414,3,881063416
59156,622,262,3,880701268
83869,152,1526,5,887406274
62561,104,1028,2,887529388
42852,984,755,4,878087328
25784,545,1478,3,878953945
25049,587,1455,2,880337197
84742,207,1519,4,875471980
67901,137,800,3,889657237
7011,730,1405,5,877322418
32144,545,761,4,879479624
56954,584,1147,4,886685249
27917,455,1675,2,880717103
73104,195,1146,1,882063250
56947,290,1431,3,882431394
70566,528,561,5,876351401
37817,603,1600,5,883207687
67783,250,1372,4,879813978
257,785,1543,4,891803743
33689,405,641,4,887289514
67254,345,579,3,887797108
41370,445,1290,4,880330939
39941,458,1169,4,886901622
19226,795,1400,3,888652415
61456,193,1326,3,893451279
41993,350,732,4,891740428
81338,154,1648,4,884317460
75562,455,1536,4,880268076
34869,446,1473,3,876737368
79170,139,1381,5,881642674
78472,327,1393,3,889155525
72250,130,985,3,876048767
42280,388,1463,3,875692625
7680,639,991,5,879809144
70667,778,966,2,881428905
43012,546,1411,3,882326953
15266,626,1550,4,882524937
41089,432,1062,3,878276047
84796,133,1427,3,880447161
8257,756,593,2,880976869
53471,265,1407,3,877066740
72118,433,1092,4,882794191
40487,463,777,3,886399512
13948,737,1435,4,891667985
39647,373,1242,3,879898994
69659,455,1525,4,880267811
2541,779,1668,4,875613393
9051,906,611,2,892092999
23251,908,1336,3,876275872
70209,208,1156,4,878278992
50377,414,1527,3,884427457
71594,503,1260,1,879730600
48673,505,1524,5,889000666
76522,607,1215,2,888114840
38028,514,1378,2,880242432
47887,785,1008,3,891804447
83065,306,1170,5,876094878
37877,953,826,3,879807248
46966,897,1213,4,880789171
21124,581,1477,4,879803955
73638,149,1621,4,876099892
51898,695,951,2,886676281
12158,692,279,4,888107382
46913,358,726,3,886937935
6043,766,1277,4,892702249
17924,870,1451,5,876618916
58876,497,1487,5,880751200
72646,307,1194,2,875853102
41823,318,1578,3,888890430
83799,306,1496,4,876096809
77871,622,1230,3,880424274
13329,670,1629,5,876914406
74790,598,1532,5,876635376
47121,413,1347,2,893239876
33043,562,1480,4,880236498
59154,284,754,2,880164888
11032,601,421,3,882709795
6338,904,1226,4,884771265
9891,613,1252,3,886849856
78883,270,1406,4,880678166
6156,777,1582,2,891918115
37227,941,1177,4,888572559
55268,394,1562,3,881296093
18193,831,1487,5,891727524
44821,347,1183,1,880518500
54263,626,1662,4,881306046
77541,467,1419,4,887400384
21791,979,1025,5,875320067
42794,626,1471,5,881305950
43071,571,1307,3,882753919
15728,563,1282,3,880509254
16005,778,1439,1,878549421
38490,334,1644,4,880507260
62122,136,1524,5,889255459
78335,324,1428,4,893053394
43001,497,1690,5,879806427
75029,917,1573,4,888033719
47859,731,1641,4,891815311
81280,449,1547,3,893145480
6030,816,1666,2,890281738
39549,941,1028,5,888574185
54179,528,461,5,893158846
7576,724,1031,1,875160937
22870,604,1675,3,885014361
27581,526,1502,3,888293791
1772,732,1448,3,876111352
82815,980,1650,3,880036107
53888,468,1600,5,893487505
75386,251,1564,5,879217574
21905,521,1414,1,879902142
51657,179,958,4,875161300
33952,692,875,4,888108870
22115,681,1394,4,880343674
25112,724,1683,4,875160064
22531,702,1642,4,884550895
37538,347,1547,2,879235398
57254,680,1673,3,885117554
84535,122,961,3,881237473
54566,326,1015,3,888131031
76901,154,1060,1,884316812
77802,499,871,3,883716826
75370,373,1298,3,879899036
12467,913,1209,5,880246100
67744,595,366,1,885917959
42053,439,1488,3,886177195
20237,957,1511,5,876349390
27284,773,1240,2,879404133
42344,306,1507,4,876096605
15180,979,1552,1,875319652
66696,117,1134,3,892065169
84872,122,1038,1,881239770
3742,989,1298,4,892272832
6960,908,1689,4,876021533
78391,97,1418,4,891399554
64496,58,1096,4,891651309
47167,246,763,4,879819231
41285,462,1134,3,877475935
41931,410,1686,5,879807022
34646,550,1565,3,882741401
75818,110,1064,3,882773049
30084,614,1676,4,878023198
59263,118,1185,5,880233477
42592,392,1650,1,880771935
14956,975,1067,4,886220471
22241,526,1378,4,888996107
19050,550,1561,5,883180728
43944,557,1357,5,883872941
10727,658,1119,3,875688207
47907,611,1606,2,880457285
76793,192,1368,4,884317809
42759,494,1040,3,875241327
43100,331,1360,4,891551118
72518,347,1069,2,880518582
22994,673,1372,2,888111770
74662,928,1699,4,880403784
2314,794,1367,4,888547735
65948,361,1249,4,891607699
52881,513,689,3,883812938
5415,656,1249,4,885269573
70922,500,1684,4,884233632
36086,528,929,4,876351597
33838,548,1190,4,875930645
48424,367,1035,3,875693747
37693,817,1470,5,892691622
57313,358,1687,4,886574976
82156,350,1030,3,891756085
62041,666,1480,3,891913683
20697,793,1409,3,876386778
6945,951,1599,3,888435334
69396,787,1636,5,879323850
68099,60,1090,1,886290123
67761,103,1215,3,880359207
56878,227,1496,3,888907729
21125,766,1653,2,892702713
58352,498,1436,3,884070688
6813,944,954,4,893045055
21504,886,1644,3,881628715
12184,921,1687,3,891639846
10814,613,1654,3,886852181
73822,352,1131,3,885251748
57924,242,1289,4,882346285
69594,811,1563,4,893632577
22139,825,1553,3,877476316
64696,206,1431,5,891402383
4605,766,1548,4,893194871
68391,267,1699,2,879903299
55303,979,1256,3,875320029
59616,687,1186,4,891382057
67080,609,537,2,877768034
12016,802,1618,3,884577621
32817,486,1461,5,876435632
65732,160,1134,5,891577455
35622,729,1206,4,886216940
56529,666,474,4,891913710
32400,782,1661,2,881656435
37561,505,776,3,889002611
53625,221,1289,3,876367172
74940,512,1547,2,891662144
16634,912,814,5,891406273
48058,348,1399,1,882935118
74483,608,474,4,891406458
39113,426,1355,2,891647030
72697,867,1161,1,890956890
82774,528,1595,3,876347572
30877,411,1387,5,883720604
71775,956,1613,5,878715912
72069,308,1489,4,877321510
62168,622,1318,4,880423690
77933,160,1650,4,891571536
10379,708,1506,4,881473612
15240,955,640,3,881380354
36773,901,1675,3,886047195
41667,431,1227,4,880162869
45502,324,1583,4,893054414
13153,583,953,3,880016495
23260,501,1485,4,885967645
46134,353,1409,3,876902445
44558,875,1692,4,879822589
23670,933,1675,4,875747590
73756,88,1046,3,876334197
45593,450,80,4,883793618
28890,571,1539,3,882754104
66057,826,1316,1,886883291
76549,92,1253,3,880091020
83295,153,1490,3,879308754
5680,863,1528,5,881801889
22318,870,1454,4,875321868
6350,951,1106,3,888436415
94,689,1195,4,884733621
30500,537,1650,4,890898988
45310,571,772,2,882755019
11291,951,618,3,888434384
48174,237,740,4,879284128
14796,563,438,3,881370261
36764,345,1574,2,887794902
38188,543,1650,5,882761790
49448,657,1541,2,876774063
15639,926,1576,3,888701712
74917,284,1566,5,880163484
61467,147,1377,3,879733053
30330,550,560,2,882839532
10083,666,1016,4,891913938
52972,196,1572,5,879809872
27230,799,1509,4,884482641
5780,709,1644,5,875202871
37903,637,953,5,891864088
76685,513,1426,4,883812801
52347,273,427,3,884081456
72499,237,1470,3,879291458
17546,578,1699,3,875498233
41307,301,1600,4,879250837
35483,467,1506,4,879559231
67067,117,1238,5,892061255
47020,292,766,4,893087342
66901,452,1683,3,891412766
36657,379,688,5,880595403
58643,358,868,3,892609161
53832,301,1519,3,879250252
21915,517,800,3,885538756
76009,550,1487,4,882764521
59026,193,1067,4,892897571
8316,680,1248,3,885119759
37184,385,1631,4,879816802
55139,346,1425,5,888231564
24868,548,1466,3,875632525
12654,661,1298,3,891403037
49529,457,980,2,877914476
4814,870,1678,5,875585435
74770,103,860,3,880362057
73937,167,777,5,875407323
54871,528,1591,4,876346856
58005,307,1501,3,884343728
67440,84,869,1,881212034
16782,593,1537,3,876706861
43373,468,1575,5,893487585
45181,423,1509,4,880840225
15056,936,1486,3,890105648
5499,896,1225,4,888833752
49763,307,1582,2,875851767
33633,433,1402,4,882794449
27782,942,1491,5,884673189
17475,750,1650,5,878457563
25345,921,1010,4,891639478
45154,488,1644,5,888948166
18697,978,1185,5,879256039
53176,619,1257,5,893064786
45337,318,1288,1,888890077
55461,145,1417,3,880193553
64344,392,1678,4,880773565
19686,619,1207,4,893065281
28895,583,1452,4,880014456
35605,500,1656,1,884244032
64852,68,395,2,891620430
78029,703,1492,4,875417362
36651,970,1385,4,886309582
43283,682,1490,4,884864239
55712,334,1445,4,880681593
61765,412,1150,3,890394683
84052,385,1179,4,879816645
52443,290,1365,1,882431734
35212,378,1460,3,882958590
69767,898,915,2,893359546
43902,408,1519,3,882976352
55823,415,142,5,891651063
83621,385,1617,4,879816569
3806,709,461,2,875203449
7300,672,1007,2,885414344
75421,188,1411,1,877993631
78709,279,1379,3,877505617
26367,990,1426,4,878257503
34463,584,1664,2,879247979
67520,77,672,4,880755794
16260,627,991,5,877473621
51,689,1039,3,884733245
75543,800,1412,5,884494016
66823,815,1653,4,883892419
64656,526,1604,4,888293667
45086,503,1327,4,879679177
65919,323,651,3,889767309
84376,149,825,5,884573321
59962,395,1631,5,879793602
55636,159,808,3,889435352
38972,431,1575,3,880162518
21250,979,1400,3,875319059
2926,758,766,5,880109366
85632,76,1522,5,885826092
16570,611,414,5,880456043
45548,403,1405,3,875708287
3767,968,1454,4,884085691
2465,721,920,4,875682335
61347,204,1662,5,893416675
57831,816,1227,4,890276303
69758,264,1414,4,879077535
33951,502,630,3,882327273
35068,439,992,3,886177617
4562,655,744,4,885284492
57119,370,1693,4,886034741
77692,347,1072,4,879234583
66105,104,1269,3,887527432
78634,318,768,1,888890187
69604,340,565,2,891569845
2114,734,1192,4,892626174
58303,408,1551,4,882976080
5078,918,1675,2,879136605
40287,766,1282,3,892447543
1961,898,670,1,893362245
64501,174,1190,4,886058847
78302,591,810,1,881473847
63559,157,1604,3,879812881
74885,89,731,5,893208977
56275,227,1600,4,888907517
78888,296,1486,2,891766872
22912,692,289,4,888109320
45564,732,512,3,876111905
27374,839,1650,2,891539142
53453,373,1147,3,879899137
10450,805,283,3,877614730
9642,646,1318,5,891586067
57647,553,1407,4,879222629
76527,195,590,5,882063148
76928,925,867,2,884419283
78374,160,1514,4,891572997
13538,994,1396,4,883636492
54355,345,194,3,887797041
32323,672,1520,4,885414304
82729,67,1519,2,875222270
4482,778,1696,3,878552094
59100,488,1442,3,888946938
47068,921,798,3,891639256
67021,373,1177,4,879897937
62542,218,95,2,891868364
83473,62,1357,4,891724232
1836,957,756,2,884324430
1526,855,1028,3,882550859
42746,349,1458,5,880494600
11988,599,1674,3,891401565
81870,594,530,4,880500021
36383,352,1114,3,885251319
58000,185,1565,2,879062663
82445,377,1249,4,891403143
23360,941,1589,4,888571265
53807,234,1021,3,891678507
49216,621,1286,5,881108585
11220,699,672,5,882442971
8957,752,1689,5,884903162
30070,500,1521,4,884241952
18223,663,1478,5,875553489
32557,800,609,4,884497984
68223,160,993,5,891572284
79345,69,804,3,891404250
43326,346,1589,4,888231805
79225,122,1431,4,881233353
32275,414,293,3,884431250
47870,334,1270,4,880507784
25663,731,1647,1,891819281
31612,593,1217,4,875410812
42095,520,1487,5,891576662
41075,413,1361,3,893239454
25562,906,1603,4,892089487
35511,994,1428,4,884085474
15359,570,1044,4,877594535
28189,446,1004,3,876600193
56619,408,1506,4,883323713
45772,615,663,1,879818120
47122,352,697,4,885250545
26624,693,1171,4,877749312
40760,724,1540,4,875155611
82760,295,1443,4,883795114
60999,405,836,4,887290239
84844,108,1565,5,886976813
78656,128,874,3,888847824
72630,266,1222,4,891391019
76965,153,1173,2,879307706
79400,368,1177,3,879827070
14981,688,1517,5,892067352
7712,990,1601,5,878257300
59921,494,293,2,885504124
51098,542,1519,2,886764994
38008,602,1698,3,876086784
57288,528,1342,5,893158846
58704,332,1428,5,890717175
13288,956,1507,3,878716691
34082,522,1288,4,889756419
45367,350,958,3,891738059
27657,882,1149,5,875753476
48483,879,1424,3,891756623
79016,99,1223,3,877495191
79399,249,1486,4,889666633
43521,417,1442,4,879752264
48463,307,1192,2,875850617
82867,452,1450,5,891412474
18860,754,1659,2,885291981
31987,407,1695,4,876039695
16852,595,1472,1,885916080
70678,310,1462,5,881545472
58288,622,1094,5,880423648
81038,177,1494,4,878807259
13027,619,1202,5,893064422
66785,169,1412,1,891722213
79985,449,1545,4,893152429
55313,151,1557,5,880063685
44489,457,1398,4,888280408
80825,76,999,4,885826092
85207,101,1182,4,884489549
30644,592,1398,5,890047853
34505,754,1067,3,885289167
60662,167,469,4,875500407
83204,114,1372,3,876399343
58065,794,1368,3,888547772
75144,550,503,3,882763832
65514,267,586,3,879903773
34862,987,1061,3,882507974
72128,120,1556,5,880535840
11174,750,1372,3,883630962
73514,522,1307,4,889765476
10186,622,1646,4,880425146
84890,592,1458,4,890048117
29043,607,1527,5,888113929
81898,210,1432,4,884829048
73157,571,1171,4,882753413
6763,701,741,2,889871329
38671,463,1056,5,886399608
10473,876,1150,4,890655815
66041,993,1335,4,891721914
61756,619,585,4,893065770
56814,468,1217,5,893235466
79552,167,557,4,887527116
40643,920,1169,4,887769600
5771,749,1180,5,886640125
40647,789,675,3,879829564
3032,814,1367,3,892086990
84791,108,945,4,886978218
65863,243,1524,5,888813900
29448,463,1549,2,886398347
8429,738,1553,3,880158773
67925,607,808,3,888111109
20496,595,1488,1,885914615
8669,901,1435,3,886048003
36084,530,1582,4,879546815
54479,237,1071,5,879287041
7126,938,1475,3,879741457
85544,120,80,3,880535458
67294,232,956,3,880504442
41750,316,1539,3,879128307
55265,218,306,4,891866493
7446,704,1549,2,884565134
27630,798,1458,3,880094512
40690,709,1576,5,875202651
10036,872,1491,4,880336502
46926,534,524,5,890652821
25995,502,1398,3,882321829
80077,360,1619,5,875145905
21099,978,860,4,879256354
2156,908,1613,3,876543247
6188,979,927,3,875319967
38540,945,1621,5,878544568
14782,654,1459,4,875317099
62446,204,1103,5,893029213
7862,842,1650,4,880501476
2459,689,1390,4,884732035
37467,654,1556,4,886642084
28833,477,678,4,884067799
10763,595,1528,5,885913281
28874,826,936,4,886802513
21767,999,1670,3,878910685
45384,577,1401,3,891762958
74600,702,958,3,884493723
64160,101,1482,4,884490325
71002,66,1521,2,891559770
85130,119,937,3,879420487
64407,234,1314,3,891678790
19415,627,1538,3,877466738
60960,938,996,2,879743647
52213,464,964,5,882728434
2071,765,1267,4,890023766
84085,62,1022,3,891724452
61892,982,1281,3,880500048
24842,957,1353,3,888545563
4723,705,1675,5,879886212
64191,289,1275,4,880361898
68694,87,1525,5,881734643
12908,942,777,5,884673232
53936,524,520,3,883733506
26609,476,1233,4,885003457
35507,549,711,1,879381027
81268,724,1463,5,875154926
12719,601,426,1,882719040
85073,778,1320,4,878552715
2570,898,1301,2,889170892
68753,195,1653,5,882066948
10603,762,1242,4,883944792
57696,434,1427,5,882018233
78989,565,1683,2,884500710
55565,173,1432,4,882569345
20489,712,1273,5,886742512
5589,676,1402,5,880943663
79833,653,1696,4,882022622
82474,87,1693,5,882094016
50683,273,1406,4,884076257
41970,335,1528,4,884661693
72354,154,1248,3,884319120
78910,57,1141,4,889007808
9392,787,1225,4,879238818
9632,687,1472,3,891385156
28050,503,1460,4,879677904
26036,758,1369,5,880109510
9391,928,1119,4,880405166
54382,204,1378,3,892980123
25911,899,1445,4,877505185
8038,909,1082,3,891807045
84783,195,758,3,882067031
74529,741,1429,3,889089220
40030,666,813,5,891912661
36052,361,1530,4,891607960
45895,601,1497,4,882712604
36616,870,937,5,875321898
66191,956,1543,4,878715881
74847,66,751,3,891565848
61723,732,760,2,876112058
21253,613,1639,3,886851735
77957,117,1424,5,892085632
22327,717,1532,5,879666376
75534,768,1522,5,888918158
48670,743,1579,3,882418530
59703,408,1156,4,882976277
57620,154,656,4,884318990
8521,898,1402,3,876254997
84933,697,869,4,879912250
63398,210,1634,3,885524730
85465,724,1335,3,875159509
6869,990,1544,4,878255016
56270,581,1650,5,879803711
52210,177,1619,4,878806006
19600,583,1062,4,880016248
53687,438,1621,4,879564615
7669,987,1546,5,882509505
34529,867,1400,3,890956747
50847,233,1205,4,891831265
33508,571,1399,3,882755422
20327,908,1469,3,876022902
36723,724,1177,4,875155666
19376,640,956,4,880723236
29170,703,1687,3,875323380
78077,120,1081,4,880611669
27092,570,1600,5,877593740
64794,60,827,3,889848610
43687,467,1550,3,886793874
68449,345,1119,2,887845170
53522,244,691,4,875195417
65257,132,1281,3,877471619
65718,273,1493,5,884079059
56676,157,1495,4,879815058
14383,987,1673,3,882766003
84180,148,1342,3,891404584
15201,897,1631,3,880788755
47461,492,1568,5,884135449
21257,849,661,4,879892641
72665,291,1468,5,880216760
40732,989,1333,3,892273228
78580,79,1097,3,885042038
37053,540,1406,2,883278807
23283,951,682,2,888434925
81399,334,726,4,880682099
61704,613,1117,4,886851268
84688,149,1520,5,876099775
31745,397,1527,4,892325047
36317,542,1455,2,889692236
54549,433,1688,4,882794678
27434,591,1525,4,881475421
27739,674,1667,2,880245145
15179,661,1518,5,891401480
66797,111,880,2,880550273
10797,764,598,4,890485658
29304,423,1416,4,880838902
6840,999,1490,4,878911079
54232,799,1556,4,884480415
54496,285,1673,3,876332221
55872,697,1429,2,879834235
71035,682,1425,4,884838888
1913,849,1265,4,879892301
63432,345,1486,3,888019021
41134,655,1445,4,885362326
68764,578,1133,3,880112388
57574,455,1295,4,880267550
20606,674,1209,4,880244405
79646,604,1582,4,885014484
60875,373,1470,4,879899567
4457,689,992,5,884734567
14315,778,671,1,881428778
69728,212,1430,2,881236025
17712,987,1265,5,882509562
22962,653,1460,5,882021470
38995,407,1583,4,876027667
51928,196,1335,4,879814364
69110,318,1273,4,888891751
16478,881,540,5,887406881
38935,744,276,3,882533236
32250,541,1227,4,879931272
33157,943,627,3,884066695
77294,273,1292,4,884077065
9769,613,1367,3,886847654
38332,898,1088,4,879450565
6952,908,1669,4,876022491
24438,731,1515,5,891817121
76630,358,1412,1,885972255
84034,594,553,4,879814398
79731,382,1644,4,891675345
74812,67,1459,2,875223239
79597,242,1647,4,882421783
84230,84,1612,4,881213327
10096,775,1208,4,879907937
68042,697,603,3,879834693
42123,402,1408,4,887078905
36538,637,1644,5,891863471
50938,234,1472,3,891677981
24541,541,1478,4,879931164
17004,979,769,2,875319616
9508,801,1424,4,884151049
36209,766,1612,3,892704090
55717,627,1267,3,877466393
64092,195,1199,5,882063730
10904,702,1672,4,884550895
85082,117,569,5,892063740
58190,495,661,4,889702174
48989,214,1470,4,883212465
19575,746,1387,5,886838635
69056,73,1279,4,879562831
25980,661,965,4,891402887
29152,483,1417,4,893028898
8260,793,1180,4,880033472
26089,888,1377,3,885360821
18287,993,1083,5,891722758
84176,595,760,1,885915775
62465,109,1422,4,883857608
36359,701,474,2,878246772
34079,593,1660,1,876706969
23730,571,1535,5,882752991
74026,196,1675,4,879810660
1706,686,1232,4,878260384
30143,439,561,1,886178914
43522,602,1497,4,876276304
72750,465,908,4,879986825
52303,199,805,5,890701099
17790,661,1521,5,891400963
43402,341,1315,5,891699995
35397,607,1592,2,888112828
